id	priority	unit	unit_group
417196370	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_settlement_major_3
417196371	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_settlement_major_3
417196372	710	jiang_shuimu	jiang_settlement_major_3
417196373	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_settlement_major_3
417196374	700	wh_main_vmp_mon_crypt_horrors_jiang	jiang_settlement_major_3
417196375	700	wh_main_vmp_mon_crypt_horrors_jiang	jiang_settlement_major_3
417196376	87	wh_dlc04_vmp_veh_corpse_cart_1_jiang	jiang_settlement_major_3
417196377	87	wh_dlc04_vmp_veh_corpse_cart_1_jiang	jiang_settlement_major_3
417196378	1300	wh_main_vmp_cha_wight_king_0	jiang_settlement_major_3
417196379	175	jiang_zombie_archer_putridshaft	jiang_settlement_major_3
417196380	175	jiang_zombie_archer_putridshaft	jiang_settlement_major_3
417196381	175	jiang_zombie_archer_putridshaft	jiang_settlement_major_3
417196382	875	jiang_grave_guard_crossbow	jiang_settlement_major_4
417196383	875	jiang_grave_guard_crossbow	jiang_settlement_major_4
417196384	1000	jiang_grave_guard_halberd	jiang_settlement_major_4
417196385	1000	jiang_grave_guard_halberd	jiang_settlement_major_4
417196386	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_major_4
417196387	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_major_4
417196388	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_major_4
417196389	1300	wh_main_vmp_cha_wight_king_0	jiang_settlement_major_4
417196390	125	jiang_zombie_longspear	jiang_settlement_major_4
417196391	125	jiang_zombie_longspear	jiang_settlement_major_4
417196392	125	jiang_zombie_longspear	jiang_settlement_major_4
417196393	175	jiang_zombie_archer_putridshaft	jiang_settlement_major_4
417196394	175	jiang_zombie_archer_putridshaft	jiang_settlement_major_4
417196395	175	jiang_zombie_archer_putridshaft	jiang_settlement_major_4
417196396	1000	jiang_grave_guard_halberd	jiang_settlement_major_5
417196397	1000	jiang_grave_guard_halberd	jiang_settlement_major_5
417196398	1000	jiang_grave_guard_halberd	jiang_settlement_major_5
417196399	975	jiang_grave_guard_crossbow_balefireshaft	jiang_settlement_major_5
417196400	975	jiang_grave_guard_crossbow_balefireshaft	jiang_settlement_major_5
417196401	975	jiang_grave_guard_crossbow_balefireshaft	jiang_settlement_major_5
417196402	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_major_5
417196403	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_major_5
417196404	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_major_5
417196405	1225	wh_dlc04_vmp_veh_mortis_engine_0_jiang	jiang_settlement_major_5
417196406	1210	jiang_copsewight	jiang_settlement_major_5
417196407	850	wh_main_vmp_inf_grave_guard_0_jiang	jiang_settlement_major_5
417196408	850	wh_main_vmp_inf_grave_guard_0_jiang	jiang_settlement_major_5
417196409	1300	wh_main_vmp_cha_wight_king_0	jiang_settlement_major_5
417196410	100	jiang_zombie_reg	jiang_settlement_minor_1
417196411	100	jiang_zombie_reg	jiang_settlement_minor_1
417196412	100	jiang_zombie_reg	jiang_settlement_minor_1
417196413	150	jiang_zombie_archer	jiang_settlement_minor_1
417196414	150	jiang_zombie_archer	jiang_settlement_minor_1
417196415	150	jiang_zombie_archer	jiang_settlement_minor_1
417196416	125	jiang_zombie_longspear	jiang_settlement_minor_1
417196417	125	jiang_zombie_longspear	jiang_settlement_minor_1
417196418	100	jiang_zombie_reg	jiang_settlement_minor_1
417196419	86	wh_dlc04_vmp_veh_corpse_cart_0_jiang	jiang_settlement_minor_1
417196420	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_settlement_minor_1
417196421	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_settlement_minor_2
417196422	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_settlement_minor_2
417196423	710	jiang_shuimu	jiang_settlement_minor_2
417196424	87	wh_dlc04_vmp_veh_corpse_cart_1_jiang	jiang_settlement_minor_2
417196425	125	jiang_zombie_longspear	jiang_settlement_minor_2
417196426	125	jiang_zombie_longspear	jiang_settlement_minor_2
417196427	125	jiang_zombie_longspear	jiang_settlement_minor_2
417196428	150	jiang_zombie_archer	jiang_settlement_minor_2
417196429	150	jiang_zombie_archer	jiang_settlement_minor_2
417196430	150	jiang_zombie_archer	jiang_settlement_minor_2
417196431	700	wh_main_vmp_mon_crypt_horrors_jiang	jiang_settlement_minor_2
417196432	125	jiang_zombie_longspear	jiang_settlement_minor_3
417196433	125	jiang_zombie_longspear	jiang_settlement_minor_3
417196434	125	jiang_zombie_longspear	jiang_settlement_minor_3
417196435	175	jiang_zombie_archer_putridshaft	jiang_settlement_minor_3
417196436	175	jiang_zombie_archer_putridshaft	jiang_settlement_minor_3
417196437	1210	jiang_copsewight	jiang_settlement_minor_3
417196438	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_minor_3
417196439	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_settlement_minor_3
417196440	850	wh_main_vmp_inf_grave_guard_0_jiang	jiang_settlement_minor_3
417196263	850	wh_main_vmp_inf_grave_guard_0_jiang	jiang_settlement_minor_3
417196264	87	wh_dlc04_vmp_veh_corpse_cart_1_jiang	jiang_settlement_minor_3
417196300	150	jiang_zombie_archer	jiang_defence_major_1
417196301	125	jiang_zombie_longspear	jiang_defence_major_1
417196302	125	jiang_zombie_longspear	jiang_defence_major_1
417196303	100	jiang_zombie_reg	jiang_defence_major_1
417196309	875	jiang_grave_guard_crossbow	jiang_defence_major_2
417196317	1350	wh2_dlc11_cst_cha_mourngul_haunter	jiang_defence_major_3
417196318	1050	jiang_shadow_lantern	jiang_defence_major_3
417196319	875	jiang_grave_guard_crossbow	jiang_defence_major_3
417196320	875	jiang_grave_guard_crossbow	jiang_defence_major_3
417196325	125	jiang_zombie_longspear	jiang_defence_minor_1
417196326	125	jiang_zombie_longspear	jiang_defence_minor_1
417196327	125	jiang_zombie_longspear	jiang_defence_minor_1
417196328	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_defence_minor_1
417196329	400	wh_main_vmp_inf_crypt_ghouls_jiang	jiang_defence_minor_1
417196335	750	wh2_dlc11_cst_inf_syreens	jiang_defence_minor_2
417196336	750	wh2_dlc11_cst_inf_syreens	jiang_defence_minor_2
417196337	1000	jiang_grave_guard_halberd	jiang_defence_minor_2
417196338	1000	jiang_grave_guard_halberd	jiang_defence_minor_2
417196283	100	jiang_zombie_reg	jiang_allied_1
417196284	100	jiang_zombie_reg	jiang_allied_1
417196285	100	jiang_zombie_reg	jiang_allied_1
417196286	150	jiang_zombie_archer	jiang_allied_1
417196287	150	jiang_zombie_archer	jiang_allied_1
417196288	125	jiang_zombie_longspear	jiang_allied_2
417196289	125	jiang_zombie_longspear	jiang_allied_2
417196290	125	jiang_zombie_longspear	jiang_allied_2
417196291	175	jiang_zombie_archer_putridshaft	jiang_allied_2
417196292	175	jiang_zombie_archer_putridshaft	jiang_allied_2
417196293	1000	jiang_grave_guard_halberd	jiang_allied_3
417196294	875	jiang_grave_guard_crossbow	jiang_allied_3
417196295	1025	wh2_dlc11_cst_mon_mournguls_0	jiang_allied_3
417196330	710	jiang_shuimu	jiang_defence_minor_1
417196339	810	jiang_necro_mortar	jiang_defence_minor_2
417196321	810	jiang_necro_mortar	jiang_defence_major_3
417196310	810	jiang_necro_mortar	jiang_defence_major_2
417196441	500	wh_main_vmp_inf_crypt_ghouls_jiang	wh_main_vmp_inf_crypt_ghouls_jiang
