building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
jiangshi_necromancers_2	wh_main_effect_building_vampiric_mercenary_capacity_corpse_cart_1		faction_to_faction_own	1.0000	0.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_building_vampiric_mercenary_capacity_corpse_cart_2		faction_to_faction_own	1.0000	0.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_building_vampiric_mercenary_capacity_mortis_engine		faction_to_faction_own	1.0000	0.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_building_vampiric_mercenary_replenishment_corpse_cart_1		faction_to_faction_own	1.0000	0.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_building_vampiric_mercenary_replenishment_corpse_cart_2		faction_to_faction_own	1.0000	0.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_building_vampiric_mercenary_replenishment_mortis_engine		faction_to_faction_own	1.0000	0.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_economy_gdp_agriculture_animal_husbandry		building_to_building_own	100.0000	50.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	8.0000	4.0000	0.0000
jiangshi_necromancers_2	wh_main_effect_unit_recruitment_points		province_to_province_own	1.0000	1.0000	0.0000
jiangshi_necromancers_2	wh_main_faction_xp_increase_generals		province_to_province_own_factionwide	1.0000	1.0000	0.0000
jiangshi_necromancers_2	wh_main_faction_xp_increase_generals_hidden		faction_to_force_own	1.0000	1.0000	0.0000
jiangshi_necromancers_2	wh3_main_faction_political_diplomacy_mod_cathay		faction_to_faction_own_unseen	-15.0000	-7.0000	0.0000
jiangshi_ossuary_1	wh_main_effect_province_growth_building		region_to_province_own_unseen	20.0000	10.0000	0.0000
jiangshi_ossuary_2	wh_main_effect_agent_cap_increase_wizard_necromancer		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
jiangshi_ossuary_2	rhox_dotd_effect_agent_enable_recruitment_wizard_jiangshi		province_to_province_own	1.0000	1.0000	0.0000
jiangshi_ossuary_2	wh_main_effect_province_growth_building		region_to_province_own_unseen	25.0000	13.0000	0.0000
jiangshi_ossuary_2	wh_main_effect_unit_recruitment_points		province_to_province_own	1.0000	1.0000	0.0000
jiangshi_ossuary_3	wh_main_effect_agent_cap_increase_wizard_necromancer		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
jiangshi_ossuary_3	rhox_dotd_effect_agent_enable_recruitment_wizard_jiangshi		province_to_province_own	1.0000	1.0000	0.0000
jiangshi_ossuary_3	wh_main_effect_agent_recruitment_xp_wizard_vampire_counts		faction_to_province_own	1.0000	1.0000	0.0000
jiangshi_ossuary_3	wh_main_effect_province_growth_building		region_to_province_own_unseen	30.0000	15.0000	0.0000
jiangshi_ossuary_3	wh_main_effect_unit_recruitment_points		province_to_province_own	2.0000	2.0000	0.0000
