skill	skillset_key	sort_order
wh_main_skill_vmp_lord_battle_magical_animus	jian_xiu_necro_set	133
wh2_dlc11_skill_vmp_bloodline_all_battle_legions_of_dead	jian_xiu_necro_set	134
wh2_dlc11_skill_vmp_bloodline_all_battle_dread_knights	jian_xiu_necro_set	135
wh2_dlc11_skill_vmp_bloodline_all_battle_deadly_power	jian_xiu_necro_set	136
jiangshi_soul_wood_creations_rank7	jian_xiu_necro_set	137
wh_main_skill_vmp_lord_battle_undeath_resurgent	jian_xiu_necro_set	138
wh_main_skill_vmp_lord_campaign_the_restless_dead	jian_xiu_necro_set	139
wh_main_skill_vmp_lord_campaign_undying_horde	jian_xiu_necro_set	140
wh_main_skill_vmp_lord_campaign_children_of_the_night	jian_xiu_necro_set	141
wh_main_skill_vmp_lord_campaign_darkling_skies	jian_xiu_necro_set	142
wh_main_skill_vmp_lord_campaign_ancient_cunning	jian_xiu_necro_set	143
wh_main_skill_vmp_lord_campaign_immortal_horror	jian_xiu_necro_set	144
wh_main_skill_all_lord_campaign_lightning_strike	jian_xiu_necro_set	145
wh_main_skill_vmp_lord_campaign_guile_and_glamour	jian_xiu_necro_set	146
wh_main_skill_vmp_lord_campaign_necrarch	jian_xiu_necro_set	147
wh_main_skill_vmp_lord_campaign_eternal_warden	jian_xiu_necro_set	148
wh_main_skill_vmp_lord_campaign_uncanny_prescience	jian_xiu_necro_set	149
wh2_main_skill_all_immortality_lord	jian_xiu_necro_set	150
jiang_skill_innate_vmp_scholar_of_forbidden_arts	jian_xiu_necro_set	151
wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	jian_xiu_necro_set	152
wh_main_skill_vmp_magic_vampires_03_the_curse_of_undeath	jian_xiu_necro_set	153
wh3_main_skill_cth_magic_yin_03_blossom_wind_lord	jian_xiu_necro_set	154
wh3_main_skill_cth_magic_yin_04_missile_mirror_lord	jian_xiu_necro_set	155
wh2_main_skill_vmp_magic_vampires_05_raise_dead_lord	jian_xiu_necro_set	156
wh_main_skill_all_magic_all_06_evasion	jian_xiu_necro_set	157
wh2_main_skill_vmp_magic_vampires_09_curse_of_years_lord	jian_xiu_necro_set	158
wh_main_skill_all_magic_all_08_power_drain	jian_xiu_necro_set	159
wh3_main_skill_cth_magic_yin_07_talons_of_night_lord	jian_xiu_necro_set	160
wh3_main_skill_cth_magic_yin_08_ancestral_warriors_lord	jian_xiu_necro_set	161
wh2_dlc14_skilll_all_magic_all_greater_arcane_conduit	jian_xiu_necro_set	162
enable_yin_vamp_jiang_skill	jian_xiu_necro_set	163
wh_main_skill_vmp_lord_unique_necromancer_barded_nightmare	jian_xiu_necro_set	164
wh_main_skill_vmp_lord_unique_necromancer_hellsteed	jian_xiu_necro_set	165
jiang_yuwei_unique_zombie_dragon	jian_xiu_necro_set	166
jiang_vigorously_animated	jian_xiu_necro_set	167
wh_main_skill_vmp_all_unique_master_of_the_dead	jian_xiu_necro_set	168
wh_main_skill_vmp_all_unique_grave_ward	jian_xiu_necro_set	169
jiang_lichdom	jian_xiu_necro_set	170
wh_main_skill_vmp_lord_battle_aura_of_dark_majesty	jian_xiu_necro_set	171
wh_main_skill_vmp_lord_battle_dark_pact	jian_xiu_necro_set	172
wh3_main_skill_cth_magic_yin_05_power_of_yin	jian_xiu_necro_set	173
wh3_main_skill_all_mentor_lord	jade_shugengan_set	174
wh_main_skill_vmp_lord_battle_aura_of_supremacy	jade_shugengan_set	175
wh2_dlc11_skill_vmp_bloodline_all_battle_the_unliving_host	jade_shugengan_set	176
jiangshi_spells_of_protection	jade_shugengan_set	177
wh2_dlc11_skill_vmp_bloodline_all_battle_evil_souls	jade_shugengan_set	178
jiangshi_malevolant_munitions	jade_shugengan_set	179
wh2_dlc11_skill_vmp_bloodline_all_battle_waking_dead	jade_shugengan_set	180
wh2_dlc11_skill_vmp_bloodline_all_battle_carriages_of_death	jade_shugengan_set	181
wh_main_skill_vmp_lord_battle_magical_animus	jade_shugengan_set	182
wh2_dlc11_skill_vmp_bloodline_all_battle_legions_of_dead	jade_shugengan_set	183
wh2_dlc11_skill_vmp_bloodline_all_battle_dread_knights	jade_shugengan_set	184
wh2_dlc11_skill_vmp_bloodline_all_battle_deadly_power	jade_shugengan_set	185
jiangshi_soul_wood_creations_rank7	jade_shugengan_set	186
wh_main_skill_vmp_lord_battle_undeath_resurgent	jade_shugengan_set	187
wh_main_skill_vmp_lord_campaign_the_restless_dead	jade_shugengan_set	188
wh_main_skill_vmp_lord_campaign_undying_horde	jade_shugengan_set	189
wh_main_skill_vmp_lord_campaign_children_of_the_night	jade_shugengan_set	190
wh_main_skill_vmp_lord_campaign_darkling_skies	jade_shugengan_set	191
wh_main_skill_vmp_lord_campaign_ancient_cunning	jade_shugengan_set	192
wh_main_skill_vmp_lord_campaign_immortal_horror	jade_shugengan_set	193
wh_main_skill_all_lord_campaign_lightning_strike	jade_shugengan_set	194
wh_main_skill_vmp_lord_campaign_guile_and_glamour	jade_shugengan_set	195
wh_main_skill_vmp_lord_campaign_necrarch	jade_shugengan_set	196
wh_main_skill_vmp_lord_campaign_eternal_warden	jade_shugengan_set	197
wh_main_skill_vmp_lord_campaign_uncanny_prescience	jade_shugengan_set	198
wh2_main_skill_all_immortality_lord	jade_shugengan_set	199
wh2_main_skill_innate_vmp_dark_majesty	jade_shugengan_set	200
wh2_main_skill_innate_vmp_devious	jade_shugengan_set	201
wh2_main_skill_innate_vmp_dread_incarnate	jade_shugengan_set	202
wh2_main_skill_innate_vmp_lore_keeper	jade_shugengan_set	203
wh2_main_skill_innate_vmp_master_of_the_black_arts	jade_shugengan_set	204
wh2_main_skill_innate_all_cunning	jade_shugengan_set	205
wh2_main_skill_innate_all_fleet_footed	jade_shugengan_set	206
wh2_main_skill_innate_all_confident	jade_shugengan_set	207
wh2_main_skill_innate_all_disciplined	jade_shugengan_set	208
wh2_main_skill_innate_all_perceptive	jade_shugengan_set	209
wh2_main_skill_innate_def_malevolent	jade_shugengan_set	210
wh2_main_skill_innate_all_tough	jade_shugengan_set	211
wh2_main_skill_innate_all_knowledgeable	jade_shugengan_set	212
wh2_main_skill_innate_def_spiteful	jade_shugengan_set	213
wh2_main_skill_innate_all_weapon_master	jade_shugengan_set	214
wh3_main_skill_cth_magic_yin_01_cloak_of_jet_lord	jade_shugengan_set	215
wh3_main_skill_cth_magic_yin_02_storm_of_shadows_lord	jade_shugengan_set	216
wh3_main_skill_cth_magic_yin_03_blossom_wind_lord	jade_shugengan_set	217
wh3_main_skill_cth_magic_yin_04_missile_mirror_lord	jade_shugengan_set	218
wh3_main_skill_cth_magic_yin_05_power_of_yin	jade_shugengan_set	219
wh_main_skill_all_magic_all_06_evasion	jade_shugengan_set	220
wh3_main_skill_cth_magic_yin_07_talons_of_night_lord	jade_shugengan_set	221
wh3_main_skill_cth_magic_yin_08_ancestral_warriors_lord	jade_shugengan_set	222
wh2_dlc11_skill_vmp_bloodline_necrarch_magic_curse_of_anraheir	jade_shugengan_set	223
wh2_dlc11_skill_vmp_bloodline_necrarch_magic_purple_sun	jade_shugengan_set	224
wh2_dlc11_skill_vmp_bloodline_necrarch_magic_greater_arcane_conduit	jade_shugengan_set	225
enable_yin_vamp_jiang_skill	jade_shugengan_set	226
wh_main_skill_vmp_lord_self_the_hunger	jade_shugengan_set	227
wh_main_skill_vmp_lord_self_beguile	jade_shugengan_set	228
wh2_dlc11_skill_wef_lord_self_expeditious_endeavour	jade_shugengan_set	229
wh2_dlc11_skill_all_lord_self_full_plate_armour	jade_shugengan_set	230
wh_main_skill_vmp_lord_self_supernatural_horror	jade_shugengan_set	231
wh2_dlc11_skill_vmp_bloodline_lahmian_self_lightning_reflexes	jade_shugengan_set	232
will_breaker	jade_shugengan_set	233
scroll_of_earth	jade_shugengan_set	234
scroll_of_water	jade_shugengan_set	235
jade_skeletal_barded	jade_shugengan_set	236
jade_hellsteed	jade_shugengan_set	237
wh_main_skill_vmp_all_unique_grave_ward	jade_shugengan_set	238
wh_main_skill_vmp_lord_battle_aura_of_dark_majesty	jade_shugengan_set	239
wh_main_skill_vmp_lord_battle_dark_pact	jade_shugengan_set	240
wh3_main_skill_agent_action_success_scaling	jade_shugengan_set	241
zombies_forward	jade_shugengan_set	242
sheperd_souls	jade_shugengan_set	243
mixed_blood	jade_shugengan_set	244
