building_chain	id
wh2_main_special_golden_tower_of_the_gods_other	wh_main_jiang_vmp
wh2_main_special_lothern_port_other	wh_main_jiang_vmp
wh2_main_special_mousillon_merovech	wh_main_jiang_vmp
wh2_main_special_peg_street_pawnshop	wh_main_jiang_vmp
wh2_main_special_pyramid_of_nagash_vmp	wh_main_jiang_vmp
wh2_main_special_shrine_of_asuryan_vmp	wh_main_jiang_vmp
wh2_main_special_shrine_of_khaine_vmp	wh_main_jiang_vmp
wh2_main_special_smithys_tavern	wh_main_jiang_vmp
wh2_main_special_ziggurat_of_dawn_beacon_vmp	wh_main_jiang_vmp
wh2_main_vmp_defence_norsca	wh_main_jiang_vmp
wh2_main_vmp_resource_spices	wh_main_jiang_vmp
wh2_main_wef_oak_of_ages_occupied	wh_main_jiang_vmp
wh3_main_special_desecrated_grove	wh_main_jiang_vmp
wh3_main_special_drakenhof_malevolent_museum	wh_main_jiang_vmp
wh3_main_special_settlement_bastion_other	wh_main_jiang_vmp
wh3_main_special_settlement_fort_other	wh_main_jiang_vmp
wh3_main_special_standing_stones_others	wh_main_jiang_vmp
wh3_main_special_the_great_desert_other	wh_main_jiang_vmp
wh3_main_vmp_allied_outpost	wh_main_jiang_vmp
wh3_main_vmp_resource_ivory	wh_main_jiang_vmp
wh_main_VAMPIRES_armoury	wh_main_jiang_vmp
wh_main_VAMPIRES_balefire	wh_main_jiang_vmp
wh_main_VAMPIRES_bindingcircle	wh_main_jiang_vmp
wh_main_VAMPIRES_cemetary	wh_main_jiang_vmp
wh_main_VAMPIRES_forest	wh_main_jiang_vmp
wh_main_VAMPIRES_garrison	wh_main_jiang_vmp
wh_main_VAMPIRES_necromancers	wh_main_jiang_vmp
wh_main_VAMPIRES_ossuary	wh_main_jiang_vmp
wh_main_VAMPIRES_port	wh_main_jiang_vmp
wh_main_VAMPIRES_repression	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_dyes	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_furs	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_gold	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_iron	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_marble	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_pastures	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_pottery	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_salt	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_timber	wh_main_jiang_vmp
wh_main_VAMPIRES_resource_wine	wh_main_jiang_vmp
wh_main_VAMPIRES_settlement_major	wh_main_jiang_vmp
wh_main_VAMPIRES_settlement_minor	wh_main_jiang_vmp
wh_main_VAMPIRES_vampires	wh_main_jiang_vmp
wh_main_VAMPIRES_walls	wh_main_jiang_vmp
wh_main_bretonnia_legendary_bordeleaux	wh_main_jiang_vmp
wh_main_special_bokha_palace	wh_main_jiang_vmp
wh_main_special_bordeleaux_vineyards	wh_main_jiang_vmp
wh_main_special_college_of_magic_vampires	wh_main_jiang_vmp
wh_main_special_erengrad_port	wh_main_jiang_vmp
wh_main_special_marienburg_port	wh_main_jiang_vmp
wh_main_special_settlement_altdorf_vampires	wh_main_jiang_vmp
wh_main_special_settlement_castle_drakenhof	wh_main_jiang_vmp
wh_main_special_settlement_couronne_vampires	wh_main_jiang_vmp
wh_pro02_VAMPIRES_isabella_unique	wh_main_jiang_vmp
jiangshi_dark_conclave	wh_main_jiang_vmp
jangshi_VAMPIRES_armoury	wh_main_jiang_vmp
jiangshi_VAMPIRES_necromancers	wh_main_jiang_vmp
jiangshi_VAMPIRES_ossuary	wh_main_jiang_vmp
wh2_twa03_special_ogham_stones	wh_main_jiang_vmp
wh3_dlc23_special_flayed_rock_flayed_tower_vmp	wh_main_jiang_vmp
wh3_dlc23_special_fortress_of_dawn_dawns_harbour	wh_main_jiang_vmp
wh3_dlc23_special_great_temple_of_hashut_other	wh_main_jiang_vmp
wh3_dlc24_special_celestial_palace_other	wh_main_jiang_vmp
wh3_dlc24_special_fu_chow_port	wh_main_jiang_vmp
wh3_dlc24_special_hall_of_of_rebirth	wh_main_jiang_vmp
wh3_dlc24_special_pillar_of_bone_other	wh_main_jiang_vmp
wh3_dlc24_special_rampaging_oak_vmp	wh_main_jiang_vmp
